"Path","Name","ContentLength","WordCount"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\any-promise\index.d.ts","index.d.ts","5352","766"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\any-promise\index.js","index.js","49","4"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\any-promise\LICENSE","LICENSE","1060","168"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\any-promise\loader.js","loader.js","2581","326"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\any-promise\optional.js","optional.js","118","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\any-promise\package.json","package.json","1017","87"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\any-promise\README.md","README.md","7066","914"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\any-promise\register-shim.js","register-shim.js","545","56"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\any-promise\register.d.ts","register.d.ts","362","41"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\any-promise\register.js","register.js","2910","373"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\anymatch\index.d.ts","index.d.ts","763","76"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\anymatch\index.js","index.js","3180","405"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\anymatch\LICENSE","LICENSE","784","123"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\anymatch\package.json","package.json","904","85"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\anymatch\README.md","README.md","4021","436"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arg\index.d.ts","index.d.ts","891","126"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arg\index.js","index.js","4464","587"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arg\LICENSE.md","LICENSE.md","1079","172"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arg\package.json","package.json","589","59"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arg\README.md","README.md","6642","1021"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\argparse\lib\sub.js","sub.js","2252","254"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\argparse\lib\textwrap.js","textwrap.js","17391","2135"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\argparse\argparse.js","argparse.js","129714","12722"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\argparse\CHANGELOG.md","CHANGELOG.md","5966","654"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\argparse\LICENSE","LICENSE","12775","1852"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\argparse\package.json","package.json","682","70"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\argparse\README.md","README.md","2768","296"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-buffer-byte-length\.github\FUNDING.yml","FUNDING.yml","595","85"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-buffer-byte-length\test\index.js","index.js","842","104"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-buffer-byte-length\.eslintrc",".eslintrc","83","12"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-buffer-byte-length\.nycrc",".nycrc","216","25"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-buffer-byte-length\CHANGELOG.md","CHANGELOG.md","3989","191"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-buffer-byte-length\index.d.ts","index.d.ts","171","15"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-buffer-byte-length\index.js","index.js","412","49"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-buffer-byte-length\LICENSE","LICENSE","1067","170"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-buffer-byte-length\package.json","package.json","2530","224"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-buffer-byte-length\README.md","README.md","1977","99"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-buffer-byte-length\tsconfig.json","tsconfig.json","125","14"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\.github\FUNDING.yml","FUNDING.yml","585","85"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\test\implementation.js","implementation.js","637","72"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\test\index.js","index.js","442","57"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\test\shimmed.js","shimmed.js","1424","142"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\test\tests.js","tests.js","4237","552"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\.editorconfig",".editorconfig","276","32"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\.eslintrc",".eslintrc","425","45"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\.nycrc",".nycrc","139","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\auto.js","auto.js","36","4"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\CHANGELOG.md","CHANGELOG.md","9105","921"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\implementation.js","implementation.js","1282","145"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\index.js","index.js","769","72"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\LICENSE","LICENSE","1080","171"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\package.json","package.json","2852","243"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\polyfill.js","polyfill.js","301","27"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\README.md","README.md","3384","277"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array-includes\shim.js","shim.js","345","41"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\.github\FUNDING.yml","FUNDING.yml","595","85"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\test\implementation.js","implementation.js","637","72"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\test\index.js","index.js","487","61"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\test\shimmed.js","shimmed.js","1851","180"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\test\tests.js","tests.js","6732","866"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\.editorconfig",".editorconfig","286","41"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\.eslintrc",".eslintrc","582","56"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\.nycrc",".nycrc","139","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\auto.js","auto.js","36","4"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\CHANGELOG.md","CHANGELOG.md","8484","411"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\implementation.js","implementation.js","950","112"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\index.js","index.js","778","71"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\LICENSE","LICENSE","1073","170"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\package.json","package.json","2830","246"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\polyfill.js","polyfill.js","163","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\README.md","README.md","3074","209"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.findlast\shim.js","shim.js","417","46"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\.github\FUNDING.yml","FUNDING.yml","591","85"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\test\implementation.js","implementation.js","597","72"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\test\index.js","index.js","448","55"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\test\shimmed.js","shimmed.js","1275","133"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\test\tests.js","tests.js","1366","185"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\.editorconfig",".editorconfig","286","41"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\.eslintrc",".eslintrc","520","47"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\.nycrc",".nycrc","139","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\auto.js","auto.js","36","4"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\CHANGELOG.md","CHANGELOG.md","5983","572"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\implementation.js","implementation.js","725","72"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\index.js","index.js","410","43"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\LICENSE","LICENSE","1073","170"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\package.json","package.json","2777","239"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\polyfill.js","polyfill.js","159","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\README.md","README.md","2926","209"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flat\shim.js","shim.js","399","46"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\.github\FUNDING.yml","FUNDING.yml","594","85"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\test\implementation.js","implementation.js","609","72"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\test\index.js","index.js","504","66"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\test\shimmed.js","shimmed.js","1292","132"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\test\tests.js","tests.js","1544","217"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\.editorconfig",".editorconfig","286","41"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\.eslintrc",".eslintrc","460","43"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\.nycrc",".nycrc","139","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\auto.js","auto.js","36","4"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\CHANGELOG.md","CHANGELOG.md","6687","606"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\implementation.js","implementation.js","758","78"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\index.js","index.js","419","43"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\LICENSE","LICENSE","1073","170"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\package.json","package.json","2724","234"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\polyfill.js","polyfill.js","162","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\README.md","README.md","3171","229"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.flatmap\shim.js","shim.js","414","46"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\.github\FUNDING.yml","FUNDING.yml","595","85"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\test\implementation.js","implementation.js","638","72"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\test\index.js","index.js","555","70"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\test\shimmed.js","shimmed.js","1220","127"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\test\tests.js","tests.js","3013","381"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\.eslintrc",".eslintrc","459","40"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\.nycrc",".nycrc","139","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\auto.js","auto.js","36","4"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\CHANGELOG.md","CHANGELOG.md","5852","300"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\implementation.js","implementation.js","1327","150"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\index.js","index.js","398","43"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\LICENSE","LICENSE","1073","170"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\package.json","package.json","2389","207"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\polyfill.js","polyfill.js","163","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\README.md","README.md","2645","202"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\array.prototype.tosorted\shim.js","shim.js","411","46"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\test\implementation.js","implementation.js","978","112"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\test\index.js","index.js","747","95"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\test\shimmed.js","shimmed.js","1779","167"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\test\tests.js","tests.js","2271","263"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\.editorconfig",".editorconfig","276","32"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\.eslintrc",".eslintrc","513","49"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\.nycrc",".nycrc","139","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\auto.js","auto.js","36","4"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\CHANGELOG.md","CHANGELOG.md","4420","231"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\implementation.js","implementation.js","2667","352"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\index.js","index.js","373","39"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\LICENSE","LICENSE","1073","170"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\package.json","package.json","2807","239"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\polyfill.js","polyfill.js","638","78"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\README.md","README.md","2561","155"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\arraybuffer.prototype.slice\shim.js","shim.js","395","48"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\.github\FUNDING.yml","FUNDING.yml","585","85"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\test\index.js","index.js","1067","135"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\.eslintrc",".eslintrc","229","22"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\.nycrc",".nycrc","139","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\CHANGELOG.md","CHANGELOG.md","946","63"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\index.d.mts","index.d.mts","73","7"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\index.d.ts","index.d.ts","448","39"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\index.js","index.js","241","27"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\index.mjs","index.mjs","124","12"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\legacy.js","legacy.js","380","50"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\LICENSE","LICENSE","1067","169"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\package.json","package.json","2246","204"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\README.md","README.md","1847","103"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\require.mjs","require.mjs","127","14"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\async-function\tsconfig.json","tsconfig.json","116","14"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\bin\autoprefixer","autoprefixer","554","69"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\data\prefixes.js","prefixes.js","23938","1986"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\align-content.js","align-content.js","1058","126"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\align-items.js","align-items.js","968","125"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\align-self.js","align-self.js","1131","138"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\animation.js","animation.js","399","47"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\appearance.js","appearance.js","463","51"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\autofill.js","autofill.js","531","60"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\backdrop-filter.js","backdrop-filter.js","436","49"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\background-clip.js","background-clip.js","504","56"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\background-size.js","background-size.js","516","63"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\block-logical.js","block-logical.js","857","79"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\border-image.js","border-image.js","338","37"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\border-radius.js","border-radius.js","907","98"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\break-props.js","break-props.js","1311","139"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\cross-fade.js","cross-fade.js","863","104"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\display-flex.js","display-flex.js","1303","175"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\display-grid.js","display-grid.js","409","52"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\file-selector-button.js","file-selector-button.js","598","60"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\filter-value.js","filter-value.js","283","33"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\filter.js","filter.js","386","41"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\flex-basis.js","flex-basis.js","808","105"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\flex-direction.js","flex-direction.js","1791","219"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\flex-flow.js","flex-flow.js","1455","167"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\flex-grow.js","flex-grow.js","595","80"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\flex-shrink.js","flex-shrink.js","801","105"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\flex-spec.js","flex-spec.js","375","65"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\flex-wrap.js","flex-wrap.js","379","49"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\flex.js","flex.js","1170","148"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\fullscreen.js","fullscreen.js","406","47"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\gradient.js","gradient.js","10626","1341"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\grid-area.js","grid-area.js","891","86"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\grid-column-align.js","grid-column-align.js","513","62"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\grid-end.js","grid-end.js","1282","137"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\grid-row-align.js","grid-row-align.js","496","62"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\grid-row-column.js","grid-row-column.js","825","87"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\grid-rows-columns.js","grid-rows-columns.js","3068","337"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\grid-start.js","grid-start.js","670","84"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\grid-template-areas.js","grid-template-areas.js","1900","196"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\grid-template.js","grid-template.js","1442","163"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\grid-utils.js","grid-utils.js","29194","3388"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\image-rendering.js","image-rendering.js","913","111"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\image-set.js","image-set.js","395","48"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\inline-logical.js","inline-logical.js","681","63"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\intrinsic.js","intrinsic.js","1396","147"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\justify-content.js","justify-content.js","1236","155"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\mask-border.js","mask-border.js","790","75"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\mask-composite.js","mask-composite.js","2109","185"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\order.js","order.js","907","116"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\overscroll-behavior.js","overscroll-behavior.js","677","84"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\pixelated.js","pixelated.js","819","90"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\place-self.js","place-self.js","830","85"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\placeholder-shown.js","placeholder-shown.js","437","48"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\placeholder.js","placeholder.js","711","82"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\print-color-adjust.js","print-color-adjust.js","506","59"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\text-decoration-skip-ink.js","text-decoration-skip-ink.js","524","58"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\text-decoration.js","text-decoration.js","430","47"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\text-emphasis-position.js","text-emphasis-position.js","357","34"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\transform-decl.js","transform-decl.js","1614","191"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\user-select.js","user-select.js","711","96"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\hacks\writing-mode.js","writing-mode.js","1002","101"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\at-rule.js","at-rule.js","702","95"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\autoprefixer.d.ts","autoprefixer.d.ts","2448","306"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\autoprefixer.js","autoprefixer.js","4182","486"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\brackets.js","brackets.js","849","113"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\browsers.js","browsers.js","1769","192"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\declaration.js","declaration.js","4068","476"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\info.js","info.js","3165","401"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\old-selector.js","old-selector.js","1389","149"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\old-value.js","old-value.js","463","54"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\prefixer.js","prefixer.js","3127","402"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\prefixes.js","prefixes.js","13100","1187"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\processor.js","processor.js","21543","2191"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\resolution.js","resolution.js","2308","244"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\selector.js","selector.js","3221","350"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\supports.js","supports.js","6388","761"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\transition.js","transition.js","8193","975"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\utils.js","utils.js","2019","285"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\value.js","value.js","2574","307"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\lib\vendor.js","vendor.js","206","26"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\LICENSE","LICENSE","1095","172"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\package.json","package.json","1143","100"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\autoprefixer\README.md","README.md","1555","156"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\available-typed-arrays\.github\FUNDING.yml","FUNDING.yml","593","85"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\available-typed-arrays\test\index.js","index.js","502","56"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\available-typed-arrays\.eslintrc",".eslintrc","43","7"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\available-typed-arrays\.nycrc",".nycrc","139","17"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\available-typed-arrays\CHANGELOG.md","CHANGELOG.md","9183","440"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\available-typed-arrays\index.d.ts","index.d.ts","259","21"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\available-typed-arrays\index.js","index.js","475","62"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\available-typed-arrays\LICENSE","LICENSE","1067","170"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\available-typed-arrays\package.json","package.json","2519","221"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\available-typed-arrays\README.md","README.md","1989","101"
"D:\Antigravity 2\API Endpoint Scanner\node_modules\available-typed-arrays\tsconfig.json","tsconfig.json","3611","401"
